flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min
FL-1507,NimbusAero,NI993,ATL,DFW,2026-01-16 03:29:00,2026-01-16 07:56:00,Snow,0.7,41.9,9.5,9.22,13,19.8,0,67
FL-1508,OceanicAir,OC851,DXB,JFK,2026-01-20 14:58:00,2026-01-20 20:14:00,Thunderstorm,13.0,36.3,8.3,5.07,6,5.7,0,63
FL-1509,SkyWings,SK809,CDG,ATL,2026-01-07 06:57:00,2026-01-07 10:45:00,Rain,1.5,45.0,0.7,7.02,30,4.0,0,56
FL-1510,TransFlight,TR865,FRA,JFK,2026-01-21 22:48:00,2026-01-22 03:30:00,High Winds,-3.3,32.2,2.3,8.84,54,14.0,0,101
FL-1511,SkyWings,SK981,LAX,HND,2026-01-16 09:37:00,2026-01-16 14:53:00,Clear,4.2,34.4,7.1,6.51,0,12.9,0,18
FL-1512,NimbusAero,NI182,FRA,LHR,2026-01-03 17:52:00,2026-01-03 23:00:00,Fog,7.5,4.2,4.1,5.19,0,1.4,0,40
FL-1513,NimbusAero,NI672,LAX,FRA,2026-01-10 13:36:00,2026-01-10 15:31:00,Rain,1.5,6.9,5.0,9.45,22,13.0,0,41
FL-1514,AeroGlobal,AE871,ATL,CDG,2026-01-17 07:15:00,2026-01-17 10:16:00,Snow,22.7,13.9,1.1,4.11,17,11.0,0,43
FL-1515,SkyWings,SK581,DXB,FRA,2026-01-14 13:13:00,2026-01-14 17:49:00,Snow,7.7,31.0,7.1,9.8,87,19.5,1,145
FL-1516,SkyWings,SK182,CDG,ORD,2026-01-14 08:58:00,2026-01-14 10:22:00,Clear,-2.1,6.8,1.9,2.35,8,4.9,0,1
FL-1517,SkyWings,SK400,CDG,FRA,2026-01-07 06:12:00,2026-01-07 10:59:00,Rain,10.2,33.7,0.7,2.7,23,1.0,0,36
FL-1518,TransFlight,TR760,LHR,HND,2026-01-27 14:05:00,2026-01-27 17:45:00,Fog,21.0,16.0,6.1,7.27,17,18.6,0,69
FL-1519,AeroGlobal,AE908,DFW,ORD,2026-01-13 01:59:00,2026-01-13 04:40:00,Thunderstorm,7.9,14.4,8.5,2.34,4,6.6,0,81
FL-1520,TransFlight,TR264,DXB,DFW,2026-01-09 13:05:00,2026-01-09 15:19:00,High Winds,24.0,40.9,8.0,2.45,45,3.0,0,72
FL-1521,TransFlight,TR229,HND,DFW,2026-01-18 01:46:00,2026-01-18 04:05:00,Overcast,17.0,3.5,3.5,4.09,43,8.5,0,32
FL-1522,AeroGlobal,AE646,DFW,LAX,2026-01-02 09:13:00,2026-01-02 13:25:00,Thunderstorm,26.9,42.8,9.3,2.4,8,21.4,0,46
FL-1523,NimbusAero,NI822,DFW,DXB,2026-01-14 10:34:00,2026-01-14 16:12:00,Fog,-2.9,26.3,9.1,4.98,4,15.3,0,67
FL-1524,AeroGlobal,AE794,DXB,LAX,2026-01-15 06:30:00,2026-01-15 07:27:00,Thunderstorm,19.6,11.5,3.9,3.94,62,13.6,0,97
FL-1525,TransFlight,TR327,DFW,ATL,2026-01-02 06:37:00,2026-01-02 08:04:00,Snow,30.8,31.1,9.6,9.78,3,9.0,0,69
FL-1526,TransFlight,TR719,DXB,JFK,2026-01-17 16:22:00,2026-01-17 20:30:00,Overcast,24.4,20.4,4.2,1.11,3,7.9,0,9
FL-1527,OceanicAir,OC995,DXB,LAX,2026-01-11 01:35:00,2026-01-11 08:32:00,Thunderstorm,25.6,19.9,4.7,2.47,6,16.2,0,61
FL-1528,OceanicAir,OC242,FRA,LAX,2026-01-07 18:53:00,2026-01-07 21:24:00,Rain,12.8,39.3,9.9,1.6,29,21.1,0,37
FL-1529,OceanicAir,OC754,DFW,HND,2026-01-09 05:01:00,2026-01-09 10:30:00,Thunderstorm,24.1,34.5,1.8,2.67,3,8.7,0,57
FL-1530,SkyWings,SK942,DFW,LHR,2026-01-23 17:41:00,2026-01-23 23:12:00,Fog,12.2,3.2,0.5,3.36,30,21.1,0,61
FL-1531,NimbusAero,NI781,DFW,HND,2026-01-09 09:55:00,2026-01-09 14:51:00,Fog,20.9,3.2,7.8,5.44,27,21.4,0,65
FL-1532,OceanicAir,OC679,CDG,DFW,2026-01-29 19:56:00,2026-01-30 02:32:00,Thunderstorm,36.8,37.2,4.0,7.6,21,0.9,0,68
FL-1533,TransFlight,TR159,ORD,CDG,2026-01-22 05:34:00,2026-01-22 12:13:00,Overcast,7.2,4.3,3.9,6.73,0,21.0,1,49
FL-1534,NimbusAero,NI178,DXB,ATL,2026-01-29 19:58:00,2026-01-29 22:16:00,High Winds,-5.5,34.4,5.7,8.85,38,18.3,0,93
FL-1535,NimbusAero,NI814,LHR,LAX,2026-01-25 13:43:00,2026-01-25 19:24:00,Rain,29.5,2.6,5.4,4.36,9,10.9,0,36
FL-1536,AeroGlobal,AE204,ATL,ORD,2026-01-24 03:49:00,2026-01-24 06:27:00,High Winds,-1.0,40.6,6.3,8.48,1,11.8,0,65
FL-1537,TransFlight,TR819,LAX,HND,2026-01-22 04:58:00,2026-01-22 06:22:00,Clear,29.3,41.7,5.1,3.8,8,8.3,0,11
FL-1538,TransFlight,TR635,LHR,ORD,2026-01-15 02:47:00,2026-01-15 03:46:00,Fog,29.1,11.6,8.6,2.28,3,5.4,0,22
FL-1539,AeroGlobal,AE180,CDG,LAX,2026-01-04 18:54:00,2026-01-04 19:48:00,High Winds,13.2,20.5,2.4,1.3,13,14.7,0,44
FL-1540,OceanicAir,OC221,DFW,JFK,2026-01-04 06:21:00,2026-01-04 09:40:00,Fog,-9.5,6.1,1.7,6.42,4,13.1,0,39
FL-1541,NimbusAero,NI459,JFK,ORD,2026-01-07 20:59:00,2026-01-08 00:06:00,Snow,6.7,8.9,5.3,7.56,9,5.7,0,78
FL-1542,SkyWings,SK939,FRA,JFK,2026-01-25 07:37:00,2026-01-25 10:13:00,Fog,-0.8,14.1,9.1,5.83,0,21.4,1,59
FL-1543,TransFlight,TR971,HND,LHR,2026-01-28 01:45:00,2026-01-28 04:04:00,Thunderstorm,22.3,6.6,8.4,9.83,9,9.6,0,78
FL-1544,OceanicAir,OC215,LHR,LAX,2026-01-22 10:53:00,2026-01-22 12:34:00,Snow,-3.5,34.8,7.2,6.01,13,1.4,0,70
FL-1545,SkyWings,SK494,DFW,DXB,2026-01-28 13:47:00,2026-01-28 17:11:00,Fog,36.9,21.1,5.8,3.62,29,18.9,1,58
FL-1546,OceanicAir,OC795,LHR,ORD,2026-01-01 19:57:00,2026-01-02 02:27:00,Thunderstorm,22.3,19.0,5.5,7.09,22,3.1,0,80
FL-1547,NimbusAero,NI704,LAX,ATL,2026-01-04 04:40:00,2026-01-04 08:31:00,Overcast,6.3,27.6,9.9,2.1,1,18.5,0,5
FL-1548,NimbusAero,NI884,FRA,DFW,2026-01-30 13:14:00,2026-01-30 17:23:00,Rain,12.8,27.9,4.3,5.36,4,6.5,0,59
FL-1549,SkyWings,SK225,DFW,DXB,2026-01-23 21:09:00,2026-01-23 23:52:00,Fog,35.2,3.3,7.5,8.47,18,11.2,0,58
FL-1550,AeroGlobal,AE491,FRA,LHR,2026-01-08 04:49:00,2026-01-08 08:09:00,Snow,19.9,34.7,6.8,5.68,12,11.1,0,53
FL-1551,JetExpress,JE777,HND,DXB,2026-01-24 05:22:00,2026-01-24 08:20:00,Snow,6.5,39.0,5.7,9.57,6,1.2,0,71
FL-1552,SkyWings,SK492,HND,LHR,2026-01-18 09:03:00,2026-01-18 13:34:00,Thunderstorm,-8.3,9.6,6.8,8.01,0,19.5,1,89
FL-1553,JetExpress,JE832,CDG,DXB,2026-01-06 05:28:00,2026-01-06 11:04:00,Fog,13.5,25.8,5.6,5.23,2,12.6,0,32
FL-1554,SkyWings,SK500,DFW,DXB,2026-01-28 03:34:00,2026-01-28 07:32:00,Snow,22.5,35.0,3.2,1.55,12,13.2,0,50
FL-1555,JetExpress,JE457,FRA,JFK,2026-01-29 16:50:00,2026-01-29 20:29:00,Thunderstorm,-5.3,16.8,3.9,4.16,3,14.7,0,61
FL-1556,NimbusAero,NI419,FRA,LAX,2026-01-04 05:32:00,2026-01-04 08:53:00,Clear,6.2,2.8,3.6,5.15,2,19.1,0,22
FL-1557,JetExpress,JE120,HND,JFK,2026-01-15 15:43:00,2026-01-15 19:41:00,Snow,8.7,26.6,8.2,1.9,18,15.0,0,41
FL-1558,TransFlight,TR930,LHR,ORD,2026-01-29 05:33:00,2026-01-29 08:51:00,Rain,36.5,10.7,6.5,9.77,0,2.1,0,67
FL-1559,AeroGlobal,AE394,DFW,JFK,2026-01-14 18:45:00,2026-01-15 00:23:00,Thunderstorm,28.6,28.9,9.6,7.46,30,12.9,0,95
FL-1560,JetExpress,JE168,FRA,DXB,2026-01-22 21:07:00,2026-01-23 01:30:00,Overcast,6.7,5.3,8.3,5.54,18,6.9,0,28
FL-1561,JetExpress,JE304,CDG,HND,2026-01-12 16:26:00,2026-01-12 22:30:00,Snow,11.8,34.8,2.2,1.17,25,15.6,0,67
FL-1562,AeroGlobal,AE776,HND,DFW,2026-01-30 06:47:00,2026-01-30 12:04:00,High Winds,19.5,35.1,4.6,6.1,1,14.0,0,53
FL-1563,JetExpress,JE573,ORD,DFW,2026-01-08 02:21:00,2026-01-08 08:56:00,High Winds,4.4,20.7,3.5,8.47,25,1.9,0,79
FL-1564,OceanicAir,OC373,DFW,ORD,2026-01-12 22:06:00,2026-01-13 04:42:00,Snow,1.3,12.3,1.9,1.25,9,17.6,0,48
FL-1565,OceanicAir,OC532,JFK,DFW,2026-01-08 12:03:00,2026-01-08 15:07:00,Overcast,-8.6,36.0,3.1,5.96,19,14.4,0,56
FL-1566,NimbusAero,NI597,JFK,LAX,2026-01-05 01:40:00,2026-01-05 05:05:00,Snow,4.3,4.7,9.6,9.07,1,14.9,0,65
FL-1567,OceanicAir,OC959,ORD,DFW,2026-01-06 08:15:00,2026-01-06 13:52:00,Fog,14.0,7.2,6.8,6.22,23,17.2,0,55
FL-1568,SkyWings,SK343,FRA,LAX,2026-01-15 12:19:00,2026-01-15 15:52:00,High Winds,18.0,18.8,7.6,3.12,16,9.6,0,74
FL-1569,AeroGlobal,AE319,DFW,DXB,2026-01-19 20:03:00,2026-01-19 22:58:00,High Winds,18.3,23.1,4.1,9.54,19,7.3,0,72
FL-1570,NimbusAero,NI352,DFW,ORD,2026-01-17 18:29:00,2026-01-17 23:17:00,Fog,7.7,15.3,6.6,9.15,3,1.2,0,51
FL-1571,SkyWings,SK807,ATL,LHR,2026-01-26 09:43:00,2026-01-26 13:44:00,Rain,20.7,32.1,9.1,7.17,17,12.0,0,51
FL-1572,OceanicAir,OC497,JFK,HND,2026-01-12 21:06:00,2026-01-13 00:25:00,Clear,34.9,34.5,3.3,8.73,1,3.9,0,42
FL-1573,JetExpress,JE931,CDG,JFK,2026-01-13 17:19:00,2026-01-13 18:45:00,High Winds,27.4,23.1,7.5,9.34,19,7.7,0,72
FL-1574,SkyWings,SK944,ORD,LHR,2026-01-24 07:03:00,2026-01-24 08:21:00,Rain,10.2,33.4,5.7,3.94,20,15.4,0,20
FL-1575,AeroGlobal,AE745,HND,ORD,2026-01-01 09:21:00,2026-01-01 13:31:00,Overcast,20.2,15.5,1.3,2.42,6,11.6,0,7
FL-1576,NimbusAero,NI881,ORD,HND,2026-01-15 18:52:00,2026-01-15 23:28:00,Thunderstorm,31.9,7.7,2.1,6.34,65,7.5,0,85
FL-1577,SkyWings,SK524,LHR,ORD,2026-01-19 03:48:00,2026-01-19 07:46:00,High Winds,32.4,11.7,9.5,9.31,19,14.4,0,96
FL-1578,SkyWings,SK573,ATL,LHR,2026-01-08 22:19:00,2026-01-08 23:29:00,Thunderstorm,19.7,27.8,1.9,9.62,10,4.2,0,70
FL-1579,SkyWings,SK835,DXB,CDG,2026-01-21 21:34:00,2026-01-22 04:03:00,Thunderstorm,-4.3,32.7,2.3,8.76,13,17.3,0,78
FL-1580,AeroGlobal,AE541,ATL,DFW,2026-01-14 03:04:00,2026-01-14 10:01:00,Fog,-0.9,9.8,8.0,1.26,36,21.5,1,76
FL-1581,AeroGlobal,AE478,FRA,HND,2026-01-05 03:38:00,2026-01-05 04:28:00,Thunderstorm,-3.6,15.9,7.1,7.18,14,15.8,0,72
FL-1582,JetExpress,JE174,LAX,FRA,2026-01-03 22:10:00,2026-01-03 23:21:00,Rain,34.7,22.3,3.9,6.46,19,14.9,0,52
FL-1583,NimbusAero,NI866,JFK,LAX,2026-01-12 19:03:00,2026-01-13 00:06:00,Snow,8.3,44.0,6.9,2.19,35,19.7,1,70
FL-1584,AeroGlobal,AE615,HND,LHR,2026-01-22 13:16:00,2026-01-22 15:08:00,Clear,5.2,24.8,1.8,2.05,2,1.4,0,12
FL-1585,JetExpress,JE865,LHR,HND,2026-01-14 03:01:00,2026-01-14 06:00:00,Snow,29.8,41.8,5.4,4.92,10,4.0,0,60
FL-1586,OceanicAir,OC882,ORD,FRA,2026-01-31 04:04:00,2026-01-31 10:14:00,High Winds,11.1,10.1,1.0,2.65,4,10.6,0,34
FL-1587,OceanicAir,OC546,LAX,DXB,2026-01-03 02:33:00,2026-01-03 07:04:00,Rain,37.5,26.1,4.8,2.01,10,16.0,1,55
FL-1588,AeroGlobal,AE989,DFW,ORD,2026-01-08 21:49:00,2026-01-09 02:54:00,High Winds,3.1,40.3,6.1,6.25,6,21.4,0,45
FL-1589,OceanicAir,OC178,ATL,DXB,2026-01-05 13:00:00,2026-01-05 16:33:00,Clear,3.6,44.2,1.7,4.36,7,20.5,1,43
FL-1590,SkyWings,SK183,HND,DXB,2026-01-21 21:56:00,2026-01-22 04:02:00,Rain,18.5,2.2,9.7,6.91,52,20.9,0,77
FL-1591,NimbusAero,NI916,FRA,ORD,2026-01-10 20:52:00,2026-01-10 22:01:00,High Winds,20.9,15.9,1.0,1.64,5,21.0,0,24
FL-1592,AeroGlobal,AE345,CDG,LAX,2026-01-02 04:24:00,2026-01-02 06:55:00,Overcast,8.6,19.3,6.6,9.59,22,3.8,0,34
FL-1593,OceanicAir,OC853,DFW,ORD,2026-01-17 14:10:00,2026-01-17 20:35:00,Clear,29.9,24.0,5.2,8.97,1,10.7,0,29
FL-1594,OceanicAir,OC192,CDG,LHR,2026-01-29 04:30:00,2026-01-29 06:50:00,Thunderstorm,20.3,6.0,5.4,9.76,2,15.0,0,63
FL-1595,NimbusAero,NI258,HND,FRA,2026-01-29 21:38:00,2026-01-30 03:54:00,Snow,-6.0,22.1,1.3,8.21,26,7.0,0,92
FL-1596,NimbusAero,NI407,ATL,FRA,2026-01-20 17:11:00,2026-01-20 20:27:00,Snow,-7.7,5.3,0.9,1.97,8,9.6,0,45
FL-1597,NimbusAero,NI837,FRA,DFW,2026-01-17 10:15:00,2026-01-17 13:10:00,Snow,-6.1,23.6,1.6,6.95,18,4.4,0,50
FL-1598,OceanicAir,OC146,LAX,HND,2026-01-14 19:06:00,2026-01-14 22:31:00,Snow,24.8,34.6,4.8,8.27,2,7.8,0,82
FL-1599,AeroGlobal,AE316,ORD,LAX,2026-01-28 17:47:00,2026-01-28 20:44:00,High Winds,22.3,20.7,0.7,4.55,9,0.8,0,66
FL-1600,OceanicAir,OC808,CDG,DXB,2026-01-15 00:44:00,2026-01-15 06:45:00,High Winds,36.7,17.5,6.9,7.21,27,9.0,0,72
FL-1601,AeroGlobal,AE238,JFK,DFW,2026-01-06 08:14:00,2026-01-06 09:07:00,Fog,36.6,38.9,2.5,6.84,30,14.5,0,79
FL-1602,NimbusAero,NI978,DXB,ATL,2026-01-05 04:02:00,2026-01-05 07:21:00,High Winds,12.2,22.4,0.7,2.49,3,3.8,0,41
FL-1603,OceanicAir,OC582,JFK,DXB,2026-01-27 21:13:00,2026-01-28 00:02:00,Overcast,4.2,37.7,4.2,4.0,0,2.7,0,12
FL-1604,OceanicAir,OC525,HND,FRA,2026-01-14 11:36:00,2026-01-14 12:39:00,Thunderstorm,9.2,24.1,7.4,9.42,11,20.0,0,76
FL-1605,SkyWings,SK640,JFK,HND,2026-01-27 11:35:00,2026-01-27 15:01:00,Snow,-7.0,40.4,4.5,5.26,40,11.1,0,76
FL-1606,JetExpress,JE559,CDG,JFK,2026-01-08 14:13:00,2026-01-08 17:25:00,Fog,-0.8,16.8,2.7,2.98,5,20.0,0,34
FL-1607,NimbusAero,NI772,HND,ORD,2026-01-14 14:27:00,2026-01-14 21:22:00,Fog,8.7,19.9,9.4,6.87,2,8.2,0,50
FL-1608,AeroGlobal,AE736,ATL,LHR,2026-01-05 04:08:00,2026-01-05 10:34:00,Thunderstorm,-3.8,10.6,6.3,1.91,64,9.4,0,105
FL-1609,JetExpress,JE340,ATL,FRA,2026-01-03 09:23:00,2026-01-03 10:17:00,Rain,32.3,17.4,2.0,8.45,30,19.7,1,81
FL-1610,OceanicAir,OC216,FRA,ATL,2026-01-06 17:49:00,2026-01-06 23:21:00,Overcast,13.3,44.7,8.0,7.92,9,17.1,0,16
FL-1611,NimbusAero,NI994,DXB,LAX,2026-01-03 13:04:00,2026-01-03 17:33:00,High Winds,11.9,38.2,1.6,1.95,16,13.6,0,81
FL-1612,SkyWings,SK943,DXB,JFK,2026-01-24 08:06:00,2026-01-24 09:44:00,Overcast,20.2,39.4,9.2,2.41,2,6.8,0,3
FL-1613,TransFlight,TR610,LAX,ATL,2026-01-30 16:47:00,2026-01-30 20:38:00,Rain,29.3,7.3,2.4,9.73,16,17.0,1,85
FL-1614,OceanicAir,OC449,DFW,FRA,2026-01-09 01:03:00,2026-01-09 02:31:00,Rain,7.9,34.5,3.9,6.98,52,3.8,0,72
FL-1615,OceanicAir,OC906,ATL,ORD,2026-01-20 18:23:00,2026-01-20 22:39:00,Thunderstorm,33.1,42.9,5.4,7.14,8,20.8,0,76
FL-1616,NimbusAero,NI925,DXB,LAX,2026-01-05 02:36:00,2026-01-05 06:14:00,Rain,9.3,35.2,4.6,4.54,30,1.3,0,54
FL-1617,AeroGlobal,AE688,JFK,FRA,2026-01-14 17:00:00,2026-01-14 21:19:00,Thunderstorm,32.5,32.1,8.8,7.49,27,7.2,0,74
FL-1618,JetExpress,JE640,FRA,ORD,2026-01-19 15:12:00,2026-01-19 19:45:00,Fog,-0.2,25.4,8.0,6.87,43,15.5,0,79
FL-1619,OceanicAir,OC894,ATL,LHR,2026-01-05 02:03:00,2026-01-05 03:06:00,Snow,6.1,33.2,7.5,2.13,14,21.8,0,62
FL-1620,TransFlight,TR419,DXB,LHR,2026-01-30 04:20:00,2026-01-30 06:26:00,Clear,-8.7,36.3,6.1,3.17,30,17.1,0,25
FL-1621,SkyWings,SK849,JFK,CDG,2026-01-13 01:43:00,2026-01-13 07:49:00,Snow,7.0,4.1,6.7,2.12,40,6.9,0,72
FL-1622,OceanicAir,OC447,ATL,FRA,2026-01-28 08:29:00,2026-01-28 11:13:00,Rain,4.4,30.7,8.2,6.15,17,3.5,0,32
FL-1623,NimbusAero,NI353,LAX,CDG,2026-01-24 18:06:00,2026-01-24 23:49:00,Overcast,29.5,17.5,1.4,7.4,16,18.3,1,64
FL-1624,AeroGlobal,AE587,ATL,DXB,2026-01-04 19:16:00,2026-01-04 23:10:00,Fog,15.3,27.3,5.4,4.55,7,6.2,0,37
FL-1625,OceanicAir,OC550,HND,CDG,2026-01-08 15:52:00,2026-01-08 17:50:00,Snow,-3.9,32.6,1.7,7.34,16,19.1,1,87
FL-1626,OceanicAir,OC133,ORD,FRA,2026-01-18 01:24:00,2026-01-18 03:09:00,Snow,30.9,6.7,4.0,3.61,111,11.7,0,116
FL-1627,JetExpress,JE483,DFW,LHR,2026-01-23 08:45:00,2026-01-23 09:44:00,High Winds,-3.1,35.7,4.5,9.43,22,7.1,0,70
FL-1628,AeroGlobal,AE938,HND,JFK,2026-01-06 19:36:00,2026-01-07 01:01:00,Rain,-6.8,3.9,5.1,3.79,12,10.2,0,37
FL-1629,OceanicAir,OC586,FRA,ORD,2026-01-07 13:18:00,2026-01-07 18:21:00,Fog,12.1,21.3,4.8,8.8,7,7.5,0,68
FL-1630,NimbusAero,NI738,CDG,HND,2026-01-11 20:18:00,2026-01-12 00:25:00,Rain,16.0,43.2,9.0,7.62,5,14.4,0,55
FL-1631,NimbusAero,NI125,FRA,DFW,2026-01-26 18:48:00,2026-01-27 01:03:00,Clear,20.9,5.7,9.6,5.88,21,16.8,0,39
FL-1632,OceanicAir,OC614,JFK,ORD,2026-01-31 04:59:00,2026-01-31 10:16:00,Overcast,36.2,13.8,2.5,8.47,23,18.5,0,59
FL-1633,TransFlight,TR721,LHR,HND,2026-01-28 01:13:00,2026-01-28 02:21:00,Thunderstorm,31.4,3.0,4.7,4.73,1,19.0,0,53
FL-1634,SkyWings,SK201,DXB,ORD,2026-01-14 05:40:00,2026-01-14 07:38:00,Overcast,2.3,5.9,3.4,4.67,11,4.1,0,13
FL-1635,JetExpress,JE285,JFK,LAX,2026-01-14 19:31:00,2026-01-14 23:35:00,Clear,5.4,19.8,3.6,4.38,17,18.3,1,29
FL-1636,TransFlight,TR700,ATL,DXB,2026-01-24 09:33:00,2026-01-24 14:36:00,Thunderstorm,35.6,13.6,3.5,5.98,7,1.9,0,42
FL-1637,NimbusAero,NI339,JFK,LHR,2026-01-26 11:11:00,2026-01-26 16:56:00,Fog,-5.1,34.8,6.7,2.13,7,12.7,0,33
FL-1638,NimbusAero,NI612,ATL,ORD,2026-01-18 05:44:00,2026-01-18 11:05:00,Overcast,27.5,25.1,4.5,9.2,3,10.2,0,38
FL-1639,OceanicAir,OC949,FRA,DFW,2026-01-30 23:18:00,2026-01-31 01:28:00,Clear,-7.1,41.6,3.1,3.26,16,15.1,0,14
FL-1640,AeroGlobal,AE699,DXB,DFW,2026-01-03 07:40:00,2026-01-03 09:47:00,Fog,15.6,5.0,1.4,7.29,14,18.4,0,44
FL-1641,OceanicAir,OC315,FRA,DXB,2026-01-15 17:40:00,2026-01-16 00:14:00,Rain,20.5,44.1,7.2,3.46,29,14.7,0,33
FL-1642,AeroGlobal,AE570,FRA,LHR,2026-01-01 23:20:00,2026-01-02 05:59:00,Overcast,21.0,2.1,5.0,9.11,10,15.0,0,36
FL-1643,NimbusAero,NI820,HND,CDG,2026-01-25 17:46:00,2026-01-25 19:12:00,High Winds,32.1,30.0,5.6,9.03,6,18.0,0,58
FL-1644,OceanicAir,OC947,FRA,LHR,2026-01-18 20:26:00,2026-01-18 22:41:00,High Winds,26.9,32.0,0.6,5.16,7,20.6,0,62
FL-1645,SkyWings,SK876,DFW,CDG,2026-01-09 23:10:00,2026-01-10 00:41:00,High Winds,19.4,15.0,7.3,3.11,11,11.1,0,27
FL-1646,JetExpress,JE604,FRA,ATL,2026-01-01 13:47:00,2026-01-01 16:12:00,High Winds,20.6,6.8,3.1,5.5,14,4.2,0,59
FL-1647,NimbusAero,NI679,FRA,ORD,2026-01-04 05:23:00,2026-01-04 11:09:00,Overcast,25.8,7.5,9.4,8.7,18,19.4,0,50
FL-1648,NimbusAero,NI123,DXB,DFW,2026-01-26 17:47:00,2026-01-26 22:24:00,Clear,35.0,29.6,9.5,1.47,46,20.7,0,30
FL-1649,JetExpress,JE224,DXB,HND,2026-01-23 19:17:00,2026-01-23 23:07:00,Snow,26.4,40.0,2.6,3.5,39,9.5,0,73
FL-1650,SkyWings,SK501,ATL,CDG,2026-01-04 23:21:00,2026-01-05 04:58:00,High Winds,-8.8,33.7,9.8,4.81,0,2.1,0,40
FL-1651,AeroGlobal,AE437,DFW,LAX,2026-01-29 17:45:00,2026-01-29 23:50:00,Clear,-8.7,20.6,0.7,8.17,1,20.6,0,35
FL-1652,OceanicAir,OC344,LHR,JFK,2026-01-16 10:22:00,2026-01-16 15:33:00,High Winds,1.4,5.1,6.2,4.95,9,2.6,0,43
FL-1653,SkyWings,SK187,JFK,LAX,2026-01-18 10:12:00,2026-01-18 13:37:00,High Winds,23.3,35.7,1.1,8.22,5,1.7,0,54
FL-1654,OceanicAir,OC167,LAX,JFK,2026-01-26 16:51:00,2026-01-26 18:02:00,Rain,30.8,19.3,6.4,4.7,24,19.1,0,25
FL-1655,OceanicAir,OC493,HND,CDG,2026-01-29 11:26:00,2026-01-29 17:28:00,Clear,6.3,42.3,7.9,5.09,14,7.6,0,30
FL-1656,SkyWings,SK112,FRA,LAX,2026-01-28 05:35:00,2026-01-28 07:59:00,Snow,-4.0,23.9,3.9,5.33,18,13.8,0,52
FL-1657,AeroGlobal,AE916,JFK,LAX,2026-01-07 01:27:00,2026-01-07 04:51:00,Snow,10.9,43.3,7.7,3.8,1,19.5,0,26
FL-1658,JetExpress,JE717,LHR,DFW,2026-01-18 00:51:00,2026-01-18 01:40:00,Snow,18.1,31.2,1.0,5.56,2,18.5,0,44
FL-1659,AeroGlobal,AE305,ATL,LAX,2026-01-16 19:03:00,2026-01-16 21:24:00,Fog,12.8,31.7,4.9,7.23,11,18.8,0,60
FL-1660,JetExpress,JE528,LHR,ORD,2026-01-06 00:31:00,2026-01-06 05:08:00,High Winds,33.7,23.3,9.2,6.75,18,15.4,0,61
FL-1661,OceanicAir,OC852,LHR,HND,2026-01-10 14:15:00,2026-01-10 18:24:00,Overcast,29.7,2.3,0.6,4.22,4,12.4,0,10
FL-1662,OceanicAir,OC299,FRA,LHR,2026-01-03 05:57:00,2026-01-03 06:57:00,Overcast,-0.5,9.5,8.9,7.47,49,7.8,0,73
FL-1663,AeroGlobal,AE300,JFK,ATL,2026-01-13 03:56:00,2026-01-13 05:32:00,Clear,29.9,7.9,6.7,8.97,11,7.8,0,37
FL-1664,OceanicAir,OC345,LHR,CDG,2026-01-09 01:10:00,2026-01-09 06:24:00,High Winds,37.9,39.9,8.8,1.59,0,3.6,0,48
FL-1665,AeroGlobal,AE296,DXB,CDG,2026-01-18 06:47:00,2026-01-18 10:14:00,Snow,10.6,29.4,9.2,7.87,13,13.1,0,79
FL-1666,JetExpress,JE908,ORD,CDG,2026-01-12 11:58:00,2026-01-12 13:10:00,Fog,28.2,39.5,8.6,9.72,25,19.5,1,85
FL-1667,OceanicAir,OC909,FRA,LAX,2026-01-08 20:52:00,2026-01-09 01:57:00,Thunderstorm,26.1,29.7,5.3,5.49,3,10.5,0,65
FL-1668,JetExpress,JE638,HND,DXB,2026-01-22 19:28:00,2026-01-22 22:30:00,Snow,9.2,41.6,6.0,1.33,14,5.2,0,53
FL-1669,AeroGlobal,AE505,ATL,LHR,2026-01-20 14:14:00,2026-01-20 18:12:00,Snow,-2.5,38.2,2.9,1.76,34,16.7,0,59
FL-1670,AeroGlobal,AE697,JFK,DXB,2026-01-24 13:31:00,2026-01-24 19:34:00,Rain,10.5,22.1,4.4,8.24,6,7.3,0,51
FL-1671,AeroGlobal,AE552,ATL,LHR,2026-01-30 14:53:00,2026-01-30 16:16:00,Rain,33.3,14.7,5.3,5.92,4,2.2,0,27
FL-1672,AeroGlobal,AE200,LAX,ORD,2026-01-17 15:28:00,2026-01-17 16:32:00,Snow,-0.4,10.5,3.6,3.72,25,18.0,0,76
FL-1673,NimbusAero,NI718,ORD,FRA,2026-01-13 03:13:00,2026-01-13 04:02:00,High Winds,4.4,37.4,7.9,4.63,1,9.2,0,40
FL-1674,NimbusAero,NI112,HND,FRA,2026-01-08 01:03:00,2026-01-08 05:11:00,Overcast,0.9,34.2,5.0,5.64,14,17.4,0,54
FL-1675,OceanicAir,OC448,LAX,CDG,2026-01-09 19:10:00,2026-01-09 23:34:00,High Winds,35.2,20.0,4.7,8.68,2,1.1,0,43
