flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min,airline_code,weather_code,temp_norm,wind_norm,traffic_norm,delay_risk_class
FL-1925,AeroGlobal,AE844,LAX,CDG,2026-01-08 09:11:00,2026-01-08 14:15:00,Rain,3.3,29.1,5.4,7.99,29,15.7,0,66,1,6,0.27708333333333335,0.6302325581395349,0.7775305895439377,2
FL-1926,OceanicAir,OC202,DXB,LHR,2026-01-09 21:57:00,2026-01-10 03:27:00,Fog,30.2,28.9,9.5,6.65,25,5.8,0,83,5,1,0.8375,0.6255813953488372,0.628476084538376,2
FL-1927,AeroGlobal,AE789,ATL,LHR,2026-01-22 15:29:00,2026-01-22 17:31:00,Thunderstorm,29.1,33.5,3.2,2.79,5,19.3,0,71,1,4,0.8145833333333333,0.7325581395348837,0.19911012235817574,2
FL-1928,NimbusAero,NI319,JFK,HND,2026-01-04 07:28:00,2026-01-04 12:24:00,Snow,19.3,32.5,0.9,7.19,9,13.7,0,67,0,3,0.6104166666666667,0.7093023255813954,0.6885428253615128,2
FL-1929,AeroGlobal,AE753,LHR,DXB,2026-01-25 09:24:00,2026-01-25 15:45:00,Overcast,32.1,38.1,8.8,7.01,6,11.0,0,44,1,0,0.8770833333333333,0.8395348837209302,0.6685205784204672,1
FL-1930,TransFlight,TR465,DXB,HND,2026-01-14 16:40:00,2026-01-14 18:14:00,Overcast,-4.6,39.9,7.7,3.59,10,21.3,0,17,3,0,0.1125,0.8813953488372093,0.28809788654060065,1
FL-1931,SkyWings,SK280,HND,LHR,2026-01-06 10:00:00,2026-01-06 13:42:00,Fog,9.1,7.5,8.9,8.56,2,19.1,0,69,2,1,0.3979166666666667,0.12790697674418605,0.8409343715239155,2
FL-1932,SkyWings,SK397,DFW,FRA,2026-01-11 00:57:00,2026-01-11 05:11:00,Clear,17.0,15.9,6.9,4.7,18,17.9,0,22,2,5,0.5625,0.3232558139534884,0.41156840934371525,1
FL-1933,SkyWings,SK374,HND,ATL,2026-01-16 17:11:00,2026-01-16 23:21:00,High Winds,-7.8,21.2,2.6,8.88,6,12.0,0,66,2,2,0.04583333333333334,0.44651162790697674,0.8765294771968855,2
FL-1934,SkyWings,SK728,FRA,LHR,2026-01-07 03:08:00,2026-01-07 09:02:00,Snow,-9.0,33.1,8.1,1.81,8,15.7,0,59,2,3,0.020833333333333332,0.7232558139534884,0.09010011123470524,2
FL-1935,TransFlight,TR164,JFK,FRA,2026-01-10 19:52:00,2026-01-10 23:42:00,Snow,-0.5,8.8,5.6,8.74,14,5.4,0,93,3,3,0.19791666666666666,0.15813953488372096,0.8609566184649611,2
FL-1936,JetExpress,JE439,CDG,ATL,2026-01-26 09:58:00,2026-01-26 16:58:00,Overcast,35.1,3.6,0.7,9.46,6,2.7,0,38,4,0,0.9395833333333333,0.037209302325581395,0.9410456062291436,1
FL-1937,OceanicAir,OC143,ORD,LHR,2026-01-14 23:16:00,2026-01-15 00:13:00,Overcast,20.3,31.6,0.8,7.75,58,18.0,0,77,5,0,0.63125,0.6883720930232559,0.7508342602892102,2
FL-1938,NimbusAero,NI997,DFW,LAX,2026-01-04 17:35:00,2026-01-04 18:57:00,Snow,24.7,34.8,4.4,1.13,15,18.4,0,44,0,3,0.7229166666666668,0.7627906976744185,0.014460511679644036,1
FL-1939,NimbusAero,NI702,CDG,ATL,2026-01-28 19:34:00,2026-01-28 22:58:00,High Winds,5.5,24.0,0.7,3.47,5,4.9,0,33,0,2,0.3229166666666667,0.5116279069767442,0.27474972191323693,1
FL-1940,NimbusAero,NI690,HND,CDG,2026-01-14 12:06:00,2026-01-14 16:30:00,Clear,0.7,19.5,3.1,3.56,17,15.6,0,19,0,5,0.22291666666666665,0.4069767441860465,0.28476084538375973,1
FL-1941,OceanicAir,OC845,CDG,LHR,2026-01-26 03:00:00,2026-01-26 09:50:00,Clear,11.7,26.8,0.7,7.94,27,10.1,0,49,5,5,0.45208333333333334,0.5767441860465117,0.7719688542825361,2
FL-1942,SkyWings,SK758,DFW,CDG,2026-01-07 19:02:00,2026-01-08 01:09:00,Clear,-5.4,9.3,8.7,5.41,4,5.9,0,35,2,5,0.09583333333333333,0.16976744186046513,0.4905450500556174,1
FL-1943,TransFlight,TR958,HND,FRA,2026-01-27 00:55:00,2026-01-27 03:39:00,Clear,26.8,12.8,3.5,4.04,10,3.7,0,30,3,5,0.7666666666666666,0.25116279069767444,0.3381535038932147,1
FL-1944,TransFlight,TR713,CDG,JFK,2026-01-13 10:53:00,2026-01-13 17:31:00,Overcast,26.2,36.2,5.7,3.82,5,14.5,0,29,3,0,0.7541666666666668,0.7953488372093024,0.3136818687430478,1
FL-1945,NimbusAero,NI594,DXB,FRA,2026-01-04 22:56:00,2026-01-05 00:34:00,Thunderstorm,23.6,18.2,7.7,2.46,41,16.6,1,83,0,4,0.7000000000000001,0.3767441860465116,0.16240266963292546,2
FL-1946,SkyWings,SK139,CDG,DXB,2026-01-09 00:28:00,2026-01-09 06:33:00,High Winds,15.2,8.0,8.8,4.76,30,0.7,0,65,2,2,0.525,0.13953488372093023,0.4182424916573971,2
FL-1947,JetExpress,JE837,DFW,FRA,2026-01-15 22:07:00,2026-01-16 04:06:00,Rain,17.1,9.1,3.3,7.17,16,17.8,0,52,4,6,0.5645833333333333,0.16511627906976745,0.6863181312569522,2
FL-1948,TransFlight,TR357,HND,DXB,2026-01-10 20:03:00,2026-01-10 23:37:00,Fog,24.6,38.7,1.8,5.72,4,18.3,1,69,3,1,0.7208333333333333,0.8534883720930233,0.5250278086763069,2
FL-1949,AeroGlobal,AE581,LAX,JFK,2026-01-15 10:36:00,2026-01-15 17:20:00,Overcast,-0.4,6.0,4.9,1.85,12,13.9,0,23,1,0,0.19999999999999998,0.09302325581395349,0.09454949944382648,1
FL-1950,SkyWings,SK458,DXB,ATL,2026-01-16 22:47:00,2026-01-17 04:53:00,Clear,34.5,13.8,8.3,8.81,1,13.1,0,14,2,5,0.9270833333333334,0.2744186046511628,0.8687430478309233,0
FL-1951,TransFlight,TR885,CDG,DFW,2026-01-26 18:53:00,2026-01-27 00:15:00,Fog,21.6,5.3,1.9,7.58,29,6.5,0,43,3,1,0.6583333333333333,0.07674418604651162,0.731924360400445,1
FL-1952,SkyWings,SK229,DXB,CDG,2026-01-16 06:37:00,2026-01-16 12:16:00,High Winds,31.0,28.0,9.7,7.64,11,13.7,0,73,2,2,0.8541666666666666,0.6046511627906976,0.7385984427141268,2
FL-1953,AeroGlobal,AE272,JFK,DFW,2026-01-11 02:24:00,2026-01-11 03:55:00,High Winds,19.5,8.2,5.0,1.0,1,2.2,0,42,1,2,0.6145833333333334,0.1441860465116279,0.0,1
FL-1954,AeroGlobal,AE623,HND,CDG,2026-01-22 17:12:00,2026-01-22 20:44:00,Rain,14.0,7.0,5.8,4.4,8,8.8,0,30,1,6,0.5,0.11627906976744186,0.37819799777530594,1
FL-1955,JetExpress,JE958,DXB,LHR,2026-01-25 09:39:00,2026-01-25 11:04:00,Snow,30.4,43.1,9.5,8.5,29,15.8,0,88,4,3,0.8416666666666667,0.9558139534883722,0.8342602892102335,2
FL-1956,OceanicAir,OC811,DFW,LAX,2026-01-26 15:22:00,2026-01-26 19:49:00,Fog,6.7,3.1,4.0,5.19,5,14.9,0,52,5,1,0.34791666666666665,0.025581395348837212,0.4660734149054505,2
FL-1957,AeroGlobal,AE731,DXB,ATL,2026-01-18 15:44:00,2026-01-18 19:40:00,Overcast,34.8,44.8,2.4,4.25,24,4.7,0,36,1,0,0.9333333333333332,0.9953488372093022,0.3615127919911012,1
FL-1958,JetExpress,JE196,LHR,DFW,2026-01-24 03:11:00,2026-01-24 04:02:00,Snow,3.1,29.8,6.6,4.58,0,21.9,0,55,4,3,0.27291666666666664,0.6465116279069768,0.3982202447163515,2
FL-1959,SkyWings,SK685,JFK,DXB,2026-01-28 21:36:00,2026-01-29 03:44:00,Thunderstorm,13.5,22.4,8.8,7.76,4,17.9,1,77,2,4,0.4895833333333333,0.47441860465116276,0.7519466073414905,2
FL-1960,NimbusAero,NI256,ORD,ATL,2026-01-05 00:27:00,2026-01-05 04:46:00,High Winds,30.6,4.4,6.6,1.56,30,2.6,0,58,0,2,0.8458333333333333,0.0558139534883721,0.062291434927697446,2
FL-1961,AeroGlobal,AE770,FRA,JFK,2026-01-16 09:21:00,2026-01-16 15:50:00,High Winds,33.2,40.6,2.1,9.88,11,16.0,0,56,1,2,0.9,0.8976744186046512,0.9877641824249166,2
FL-1962,NimbusAero,NI512,CDG,JFK,2026-01-04 04:56:00,2026-01-04 07:19:00,High Winds,26.5,8.3,3.0,2.55,1,1.5,0,23,0,2,0.7604166666666666,0.14651162790697675,0.17241379310344826,1
FL-1963,NimbusAero,NI617,CDG,ORD,2026-01-30 03:55:00,2026-01-30 04:41:00,Rain,3.1,17.1,3.7,6.11,13,15.5,0,38,0,6,0.27291666666666664,0.3511627906976745,0.5684093437152392,1
FL-1964,SkyWings,SK192,ORD,LAX,2026-01-09 16:47:00,2026-01-09 20:14:00,Snow,20.1,2.9,2.1,1.09,5,14.2,0,51,2,3,0.6270833333333333,0.02093023255813953,0.010011123470522812,2
FL-1965,NimbusAero,NI352,DFW,ATL,2026-01-07 06:58:00,2026-01-07 10:21:00,Clear,8.2,14.3,3.2,6.09,0,9.4,0,13,0,5,0.37916666666666665,0.286046511627907,0.5661846496106785,0
FL-1966,JetExpress,JE304,ORD,LHR,2026-01-13 01:17:00,2026-01-13 07:59:00,Thunderstorm,2.7,23.1,6.0,4.14,34,14.3,0,83,4,4,0.26458333333333334,0.4906976744186047,0.34927697441601774,2
FL-1967,NimbusAero,NI803,ORD,JFK,2026-01-27 21:13:00,2026-01-28 01:15:00,Overcast,15.8,11.1,7.2,4.12,13,17.9,0,34,0,0,0.5375,0.2116279069767442,0.3470522803114572,1
FL-1968,NimbusAero,NI615,DXB,DFW,2026-01-05 09:07:00,2026-01-05 14:14:00,High Winds,0.1,11.4,3.0,9.3,33,11.6,0,92,0,2,0.21041666666666667,0.2186046511627907,0.9232480533926586,2
FL-1969,OceanicAir,OC243,HND,LHR,2026-01-18 04:37:00,2026-01-18 10:10:00,Thunderstorm,21.6,40.8,3.6,1.94,0,8.2,0,56,5,4,0.6583333333333333,0.9023255813953488,0.10456062291434927,2
FL-1970,AeroGlobal,AE531,HND,LHR,2026-01-16 13:44:00,2026-01-16 20:00:00,Clear,-1.0,17.4,2.0,5.92,13,16.7,0,21,1,5,0.1875,0.3581395348837209,0.5472747497219133,1
FL-1971,TransFlight,TR689,CDG,HND,2026-01-22 19:16:00,2026-01-22 22:05:00,Rain,24.7,27.8,5.1,4.61,26,1.4,0,47,3,6,0.7229166666666668,0.6,0.40155728587319245,2
FL-1972,AeroGlobal,AE881,DXB,LAX,2026-01-20 09:49:00,2026-01-20 14:12:00,High Winds,2.9,26.8,6.1,2.48,13,4.1,0,46,1,2,0.26875,0.5767441860465117,0.1646273637374861,2
FL-1973,TransFlight,TR814,DXB,ATL,2026-01-27 02:23:00,2026-01-27 04:19:00,Overcast,21.8,35.9,1.0,1.81,26,17.5,1,51,3,0,0.6625,0.7883720930232557,0.09010011123470524,2
FL-1974,OceanicAir,OC269,HND,JFK,2026-01-31 05:22:00,2026-01-31 07:22:00,Overcast,32.4,15.0,1.3,3.13,31,4.9,0,38,5,0,0.8833333333333333,0.3023255813953488,0.23692992213570632,1
FL-1975,AeroGlobal,AE257,DXB,LHR,2026-01-01 11:24:00,2026-01-01 16:13:00,Overcast,6.5,22.2,7.0,7.29,8,20.1,0,61,1,0,0.34375,0.4697674418604651,0.699666295884316,2
FL-1976,NimbusAero,NI348,LAX,HND,2026-01-07 02:21:00,2026-01-07 05:48:00,High Winds,34.9,19.2,3.6,3.55,5,15.0,0,67,0,2,0.9354166666666667,0.39999999999999997,0.28364849833147937,2
FL-1977,TransFlight,TR503,DXB,LAX,2026-01-17 00:52:00,2026-01-17 05:47:00,Fog,25.5,27.2,2.6,6.48,13,17.0,0,50,3,1,0.7395833333333334,0.586046511627907,0.6095661846496108,2
FL-1978,SkyWings,SK725,FRA,CDG,2026-01-04 18:23:00,2026-01-05 00:38:00,Overcast,-3.4,10.1,2.5,4.92,33,7.8,0,61,2,0,0.13749999999999998,0.1883720930232558,0.43604004449388206,2
FL-1979,OceanicAir,OC254,DFW,LHR,2026-01-18 20:30:00,2026-01-19 03:00:00,High Winds,13.1,13.2,9.6,2.62,14,9.1,0,37,5,2,0.48125,0.26046511627906976,0.18020022246941048,1
FL-1980,SkyWings,SK576,LAX,CDG,2026-01-05 20:45:00,2026-01-06 03:05:00,High Winds,9.4,36.7,2.0,2.16,13,11.4,0,39,2,2,0.4041666666666666,0.8069767441860466,0.12903225806451615,1
FL-1981,SkyWings,SK597,CDG,HND,2026-01-03 17:32:00,2026-01-03 20:52:00,Thunderstorm,2.4,29.3,6.2,8.22,10,10.2,0,84,2,4,0.25833333333333336,0.6348837209302326,0.8031145717463849,2
FL-1982,OceanicAir,OC829,LHR,FRA,2026-01-17 20:31:00,2026-01-17 22:13:00,High Winds,-1.4,20.2,7.7,8.83,1,2.2,0,50,5,2,0.17916666666666667,0.4232558139534884,0.8709677419354839,2
FL-1983,NimbusAero,NI704,DFW,ATL,2026-01-24 16:24:00,2026-01-24 22:23:00,Fog,31.9,20.7,4.9,1.36,15,19.2,0,8,0,1,0.8729166666666667,0.43488372093023253,0.04004449388209122,0
FL-1984,TransFlight,TR802,LHR,DFW,2026-01-20 14:58:00,2026-01-20 18:35:00,Fog,4.2,37.2,5.7,2.61,45,8.2,0,69,3,1,0.29583333333333334,0.8186046511627908,0.17908787541713012,2
FL-1985,JetExpress,JE404,JFK,ORD,2026-01-17 12:12:00,2026-01-17 19:11:00,Clear,15.5,19.0,2.2,5.81,10,3.2,0,32,4,5,0.53125,0.3953488372093023,0.5350389321468297,1
FL-1986,OceanicAir,OC541,DFW,CDG,2026-01-22 02:17:00,2026-01-22 08:54:00,Snow,1.7,37.5,8.4,7.59,15,11.8,0,69,5,3,0.24375,0.8255813953488372,0.7330367074527252,2
FL-1987,SkyWings,SK434,LHR,JFK,2026-01-07 22:17:00,2026-01-08 04:13:00,Fog,20.6,39.9,4.1,9.82,6,2.2,0,68,2,1,0.6375000000000001,0.8813953488372093,0.9810901001112348,2
FL-1988,NimbusAero,NI409,CDG,HND,2026-01-02 06:26:00,2026-01-02 08:45:00,Fog,2.3,30.1,8.9,8.53,9,9.8,0,52,0,1,0.25625000000000003,0.6534883720930232,0.8375973303670744,2
FL-1989,AeroGlobal,AE684,DFW,LHR,2026-01-29 06:22:00,2026-01-29 11:30:00,Snow,31.0,12.5,8.1,4.37,3,10.7,0,37,1,3,0.8541666666666666,0.2441860465116279,0.37486095661846497,1
FL-1990,OceanicAir,OC381,ORD,LHR,2026-01-24 01:50:00,2026-01-24 08:18:00,Clear,19.0,41.1,6.9,3.45,14,9.3,0,12,5,5,0.6041666666666666,0.9093023255813953,0.2725250278086763,0
FL-1991,OceanicAir,OC772,ORD,LHR,2026-01-13 09:41:00,2026-01-13 14:22:00,Snow,27.9,29.3,1.4,3.02,10,15.7,1,67,5,3,0.7895833333333333,0.6348837209302326,0.22469410456062291,2
FL-1992,NimbusAero,NI829,FRA,HND,2026-01-28 00:09:00,2026-01-28 04:29:00,Fog,18.6,25.3,5.0,6.02,0,7.9,0,54,0,1,0.5958333333333333,0.541860465116279,0.5583982202447163,2
FL-1993,OceanicAir,OC255,HND,DXB,2026-01-10 20:04:00,2026-01-11 01:21:00,Fog,-1.8,18.8,4.3,6.95,12,12.8,0,44,5,1,0.1708333333333333,0.39069767441860465,0.6618464961067854,1
FL-1994,OceanicAir,OC674,LHR,LAX,2026-01-10 16:42:00,2026-01-10 21:58:00,Rain,4.6,34.3,4.8,5.21,10,3.9,0,41,5,6,0.30416666666666664,0.7511627906976743,0.4682981090100111,1
FL-1995,TransFlight,TR460,FRA,CDG,2026-01-20 03:43:00,2026-01-20 04:39:00,High Winds,36.7,25.9,5.2,3.11,7,20.3,1,65,3,2,0.9729166666666668,0.555813953488372,0.23470522803114569,2
FL-1996,SkyWings,SK199,CDG,ATL,2026-01-10 20:48:00,2026-01-10 22:29:00,Snow,3.9,39.2,7.8,9.86,1,21.5,0,58,2,3,0.28958333333333336,0.8651162790697675,0.9855394883203559,2
FL-1997,AeroGlobal,AE528,FRA,DFW,2026-01-15 18:52:00,2026-01-15 22:42:00,Fog,-4.9,40.0,9.6,7.86,6,7.3,0,59,1,1,0.10625,0.8837209302325582,0.7630700778642937,2
FL-1998,OceanicAir,OC330,CDG,DXB,2026-01-22 08:43:00,2026-01-22 11:54:00,High Winds,34.4,8.7,8.8,4.6,10,0.6,0,58,5,2,0.9249999999999999,0.15581395348837207,0.4004449388209121,2
FL-1999,OceanicAir,OC771,ORD,LAX,2026-01-18 16:43:00,2026-01-18 22:25:00,Fog,10.1,20.0,2.3,1.26,18,5.3,0,53,5,1,0.41875,0.4186046511627907,0.0289210233592881,2
FL-2000,TransFlight,TR182,FRA,CDG,2026-01-02 06:56:00,2026-01-02 10:27:00,Snow,2.0,26.5,5.0,1.82,74,8.5,0,87,3,3,0.25,0.5697674418604651,0.09121245828698554,2
FL-2001,NimbusAero,NI498,DXB,FRA,2026-01-10 00:50:00,2026-01-10 02:57:00,Thunderstorm,7.7,39.6,2.2,9.43,7,20.3,0,70,0,4,0.36874999999999997,0.8744186046511628,0.9377085650723025,2
FL-2002,SkyWings,SK311,FRA,HND,2026-01-22 03:33:00,2026-01-22 06:23:00,Fog,19.0,44.6,8.1,9.76,8,11.3,0,66,2,1,0.6041666666666666,0.9906976744186047,0.9744160177975528,2
FL-2003,TransFlight,TR957,LHR,ORD,2026-01-12 09:27:00,2026-01-12 14:08:00,Fog,36.2,2.3,0.8,7.09,18,19.1,0,64,3,1,0.9625,0.006976744186046507,0.6774193548387096,2
FL-2004,SkyWings,SK901,CDG,DFW,2026-01-25 16:55:00,2026-01-25 18:41:00,Fog,27.3,29.8,5.6,1.21,14,10.8,0,50,2,1,0.7770833333333332,0.6465116279069768,0.023359288097886535,2
FL-2005,JetExpress,JE931,CDG,JFK,2026-01-17 18:54:00,2026-01-17 23:03:00,Fog,34.5,29.1,4.7,8.09,46,2.7,0,81,4,1,0.9270833333333334,0.6302325581395349,0.7886540600667408,2
FL-2006,TransFlight,TR871,LAX,ATL,2026-01-17 22:16:00,2026-01-18 02:32:00,Fog,6.3,41.3,8.1,2.89,25,2.6,0,54,3,1,0.33958333333333335,0.913953488372093,0.21023359288097887,2
FL-2007,SkyWings,SK569,HND,ATL,2026-01-13 01:59:00,2026-01-13 05:39:00,Rain,23.1,16.2,4.8,3.32,17,6.4,0,24,2,6,0.6895833333333333,0.3302325581395349,0.25806451612903225,1
FL-2008,AeroGlobal,AE251,DXB,DFW,2026-01-02 10:20:00,2026-01-02 12:58:00,Rain,17.0,32.7,3.4,7.44,1,12.7,0,29,1,6,0.5625,0.713953488372093,0.7163515016685206,1
FL-2009,NimbusAero,NI550,DFW,ORD,2026-01-07 02:24:00,2026-01-07 04:24:00,Snow,4.0,18.5,6.5,1.25,6,5.1,0,17,0,3,0.2916666666666667,0.38372093023255816,0.027808676307007785,1
FL-2010,TransFlight,TR112,DFW,CDG,2026-01-24 09:31:00,2026-01-24 14:40:00,Thunderstorm,12.9,40.7,9.7,6.79,1,13.1,0,85,3,4,0.4770833333333333,0.9,0.6440489432703003,2
FL-2011,TransFlight,TR483,CDG,DXB,2026-01-30 18:12:00,2026-01-30 20:23:00,High Winds,15.2,9.5,9.0,1.13,1,20.9,0,26,3,2,0.525,0.1744186046511628,0.014460511679644036,1
FL-2012,AeroGlobal,AE253,DFW,LAX,2026-01-30 19:58:00,2026-01-30 22:23:00,Rain,13.9,26.5,6.6,1.11,1,16.5,0,24,1,6,0.4979166666666666,0.5697674418604651,0.012235817575083437,1
FL-2013,AeroGlobal,AE859,ATL,CDG,2026-01-02 17:52:00,2026-01-02 22:01:00,Fog,-5.3,16.2,1.1,5.98,16,12.0,0,57,1,1,0.09791666666666667,0.3302325581395349,0.5539488320355951,2
FL-2014,SkyWings,SK917,JFK,DXB,2026-01-27 00:59:00,2026-01-27 06:11:00,Overcast,1.7,36.3,2.2,9.43,17,18.9,1,78,2,0,0.24375,0.797674418604651,0.9377085650723025,2
FL-2015,AeroGlobal,AE141,FRA,DFW,2026-01-26 08:54:00,2026-01-26 12:01:00,Clear,25.7,33.5,9.2,9.16,0,3.3,0,15,1,5,0.74375,0.7325581395348837,0.9076751946607341,1
FL-2016,AeroGlobal,AE333,ATL,DXB,2026-01-22 09:06:00,2026-01-22 10:41:00,Snow,32.3,4.2,8.0,1.66,15,10.8,0,51,1,3,0.88125,0.051162790697674425,0.07341490545050054,2
FL-2017,OceanicAir,OC302,LAX,FRA,2026-01-28 01:45:00,2026-01-28 04:20:00,Snow,13.4,26.5,6.0,8.75,31,2.9,0,100,5,3,0.4875,0.5697674418604651,0.8620689655172413,2
FL-2018,NimbusAero,NI299,FRA,HND,2026-01-01 06:32:00,2026-01-01 09:25:00,High Winds,9.5,13.6,6.5,3.96,19,10.9,0,52,0,2,0.40625,0.2697674418604651,0.3292547274749722,2
FL-2019,NimbusAero,NI406,DFW,FRA,2026-01-12 13:59:00,2026-01-12 17:38:00,Rain,22.5,23.6,6.4,2.0,2,16.8,1,29,0,6,0.6770833333333334,0.5023255813953489,0.11123470522803114,1
FL-2020,TransFlight,TR581,HND,ORD,2026-01-09 09:17:00,2026-01-09 10:35:00,High Winds,10.7,15.1,9.3,4.99,0,14.2,0,31,3,2,0.43124999999999997,0.30465116279069765,0.4438264738598443,1
FL-2021,AeroGlobal,AE298,LAX,DFW,2026-01-10 22:53:00,2026-01-11 02:15:00,Snow,4.7,35.0,5.0,7.16,9,20.4,1,83,1,3,0.30624999999999997,0.7674418604651163,0.6852057842046718,2
FL-2022,JetExpress,JE260,ATL,HND,2026-01-09 01:37:00,2026-01-09 03:42:00,Snow,21.8,16.0,5.4,5.26,12,13.3,0,39,4,3,0.6625,0.32558139534883723,0.47385984427141264,1
FL-2023,NimbusAero,NI375,ATL,LHR,2026-01-22 17:31:00,2026-01-22 20:51:00,Rain,-3.0,16.4,3.9,7.71,19,10.2,0,57,0,6,0.14583333333333334,0.3348837209302325,0.746384872080089,2
FL-2024,OceanicAir,OC880,CDG,JFK,2026-01-19 15:21:00,2026-01-19 16:34:00,Thunderstorm,7.0,36.6,9.8,7.9,15,0.9,0,92,5,4,0.3541666666666667,0.8046511627906977,0.7675194660734149,2
FL-2025,AeroGlobal,AE777,DFW,LHR,2026-01-18 05:56:00,2026-01-18 06:53:00,Rain,10.5,18.4,5.8,7.65,8,17.6,0,52,1,6,0.4270833333333333,0.38139534883720927,0.7397107897664071,2
FL-2026,JetExpress,JE209,LAX,DFW,2026-01-08 13:13:00,2026-01-08 16:44:00,Fog,13.0,33.0,5.0,9.74,16,1.5,0,62,4,1,0.4791666666666667,0.7209302325581395,0.9721913236929922,2
FL-2027,NimbusAero,NI823,HND,ATL,2026-01-13 23:59:00,2026-01-14 05:54:00,Snow,8.0,6.4,6.6,3.48,23,8.4,0,59,0,3,0.375,0.10232558139534885,0.27586206896551724,2
FL-2028,SkyWings,SK583,ORD,LAX,2026-01-16 00:29:00,2026-01-16 07:29:00,Thunderstorm,29.6,39.6,6.1,6.17,8,12.6,0,75,2,4,0.8250000000000001,0.8744186046511628,0.575083426028921,2
FL-2029,JetExpress,JE686,DXB,DFW,2026-01-26 14:02:00,2026-01-26 19:18:00,High Winds,4.0,2.9,7.8,1.61,29,17.4,0,55,4,2,0.2916666666666667,0.02093023255813953,0.067853170189099,2
FL-2030,JetExpress,JE891,HND,ATL,2026-01-09 15:07:00,2026-01-09 18:36:00,Thunderstorm,0.9,17.6,2.4,9.74,37,6.1,0,86,4,4,0.22708333333333333,0.3627906976744186,0.9721913236929922,2
FL-2031,SkyWings,SK243,LAX,HND,2026-01-20 16:45:00,2026-01-20 20:52:00,High Winds,13.3,4.1,5.5,9.22,13,11.5,0,54,2,2,0.48541666666666666,0.048837209302325574,0.914349276974416,2
FL-2032,OceanicAir,OC132,DXB,LHR,2026-01-25 18:31:00,2026-01-25 23:27:00,Rain,17.6,29.3,7.5,6.09,6,21.4,0,53,5,6,0.5750000000000001,0.6348837209302326,0.5661846496106785,2
FL-2033,TransFlight,TR966,LAX,DXB,2026-01-29 00:19:00,2026-01-29 06:36:00,Overcast,26.1,35.0,4.6,3.49,17,10.2,0,34,3,0,0.7520833333333333,0.7674418604651163,0.27697441601779754,1
FL-2034,NimbusAero,NI255,LHR,LAX,2026-01-09 12:26:00,2026-01-09 18:42:00,Snow,6.3,24.7,7.1,8.38,7,9.8,0,56,0,3,0.33958333333333335,0.5279069767441861,0.8209121245828699,2
FL-2035,TransFlight,TR400,JFK,HND,2026-01-02 02:36:00,2026-01-02 03:25:00,Overcast,5.5,8.5,8.6,6.26,2,17.0,0,14,3,0,0.3229166666666667,0.1511627906976744,0.5850945494994438,0
FL-2036,AeroGlobal,AE888,FRA,LHR,2026-01-27 12:04:00,2026-01-27 14:07:00,Overcast,27.1,10.9,2.2,1.24,33,13.4,0,18,1,0,0.7729166666666667,0.20697674418604653,0.026696329254727473,1
FL-2037,AeroGlobal,AE653,LHR,LAX,2026-01-16 03:40:00,2026-01-16 07:06:00,Overcast,21.6,10.7,2.1,9.92,0,5.5,0,34,1,0,0.6583333333333333,0.2023255813953488,0.9922135706340378,1
FL-2038,JetExpress,JE127,ORD,DXB,2026-01-06 20:28:00,2026-01-07 00:25:00,Clear,11.3,34.0,7.5,4.42,15,10.1,0,10,4,5,0.44375000000000003,0.7441860465116279,0.3804226918798665,0
FL-2039,AeroGlobal,AE889,CDG,LAX,2026-01-05 11:25:00,2026-01-05 13:39:00,Snow,33.8,33.2,1.7,7.81,1,3.1,0,75,1,3,0.9125,0.7255813953488373,0.757508342602892,2
FL-2040,TransFlight,TR466,LHR,HND,2026-01-09 22:36:00,2026-01-10 01:08:00,Clear,28.4,17.5,2.9,2.01,7,10.3,0,22,3,5,0.7999999999999999,0.36046511627906974,0.11234705228031143,1
FL-2041,OceanicAir,OC509,LAX,CDG,2026-01-17 15:38:00,2026-01-17 19:01:00,High Winds,-6.9,42.7,6.7,3.06,13,15.6,0,42,5,2,0.06458333333333333,0.9465116279069768,0.22914349276974416,1
FL-2042,OceanicAir,OC116,DFW,CDG,2026-01-03 07:33:00,2026-01-03 09:30:00,High Winds,2.0,26.3,1.7,2.4,6,15.4,0,53,5,2,0.25,0.5651162790697675,0.15572858731924358,2
FL-2043,AeroGlobal,AE987,DFW,CDG,2026-01-29 08:32:00,2026-01-29 12:49:00,High Winds,-2.4,9.4,9.4,9.69,2,16.5,0,55,1,2,0.15833333333333333,0.17209302325581396,0.9666295884315905,2
FL-2044,SkyWings,SK905,ORD,JFK,2026-01-23 21:27:00,2026-01-23 23:56:00,Rain,9.4,18.0,8.5,6.6,9,1.1,0,37,2,6,0.4041666666666666,0.37209302325581395,0.6229143492769743,1
FL-2045,SkyWings,SK581,JFK,ATL,2026-01-19 19:16:00,2026-01-19 20:24:00,Snow,8.1,27.7,5.5,2.42,49,0.8,0,76,2,3,0.3770833333333334,0.5976744186046511,0.15795328142380421,2
FL-2046,SkyWings,SK529,LAX,ORD,2026-01-22 21:34:00,2026-01-23 02:16:00,Thunderstorm,31.1,25.1,1.8,6.43,7,14.2,0,56,2,4,0.8562500000000001,0.5372093023255814,0.6040044493882091,2
